Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15
Milk,Cereal,Cheese,Watermelon,Juice,Chicken,Carrots,Eggs,Soda,Bread,Yogurt,Tomatoes,Butter,Chips,Beef
Grapes,Rice,Tomatoes,Blueberries,Butter,Cucumbers,Lettuce,Soda,Bread,Fish,Coffee,Milk,Strawberries,Bananas,Carrots
Beef,Pasta,Potatoes,Blueberries,Juice,Butter,Watermelon,Pork,Tomatoes,Milk,Rice,Carrots,Oranges,Eggs,Chips
Coffee,Oranges,Tomatoes,Strawberries,Cereal,Fish,Eggs,Apples,Cheese,Yogurt,Bread,Onions,Milk,Butter,Chips
Strawberries,Potatoes,Oranges,Bananas,Milk,Yogurt,Rice,Soda,Beef,Carrots,Butter,Apples,Grapes,Fish,Pasta
Pork,Strawberries,Fish,Carrots,Butter,Chicken,Rice,Milk,Pasta,Juice,Apples,Bread,Watermelon,Blueberries,Eggs
Blueberries,Pasta,Bread,Eggs,Cucumbers,Rice,Fish,Milk,Lettuce,Soda,Oranges,Cereal,Apples,Cheese,Beef
Milk,Blueberries,Bread,Juice,Grapes,Carrots,Potatoes,Soda,Butter,Cucumbers,Yogurt,Onions,Rice,Bananas,Lettuce
Eggs,Chicken,Strawberries,Pork,Milk,Bread,Juice,Lettuce,Beef,Pasta,Butter,Grapes,Watermelon,Carrots,Apples
Strawberries,Pasta,Cereal,Watermelon,Yogurt,Rice,Carrots,Bread,Coffee,Oranges,Fish,Butter,Eggs,Cheese,Soda
Pasta,Chicken,Beef,Lettuce,Blueberries,Onions,Carrots,Cereal,Juice,Rice,Butter,Yogurt,Milk,Bread,Cucumbers
Bananas,Butter,Eggs,Oranges,Tomatoes,Onions,Cucumbers,Bread,Pasta,Milk,Chips,Blueberries,Cheese,Beef,Strawberries
Coffee,Strawberries,Grapes,Lettuce,Cereal,Blueberries,Bread,Eggs,Chicken,Cheese,Beef,Watermelon,Milk,Bananas,Butter
Tomatoes,Eggs,Milk,Cereal,Apples,Beef,Soda,Bananas,Watermelon,Oranges,Rice,Lettuce,Potatoes,Butter,Strawberries
Milk,Cheese,Rice,Carrots,Fish,Bananas,Lettuce,Blueberries,Pasta,Cucumbers,Chips,Coffee,Bread,Cereal,Eggs
Milk,Watermelon,Pasta,Chicken,Juice,Rice,Butter,Apples,Cucumbers,Eggs,Strawberries,Grapes,Carrots,Bread,Coffee
Coffee,Milk,Soda,Watermelon,Apples,Carrots,Eggs,Potatoes,Blueberries,Butter,Bread,Chicken,Juice,Fish,Rice
Chips,Soda,Chicken,Blueberries,Milk,Pork,Eggs,Butter,Oranges,Lettuce,Cucumbers,Apples,Fish,Potatoes,Bread
Milk,Blueberries,Chicken,Fish,Coffee,Pasta,Grapes,Juice,Carrots,Lettuce,Soda,Cereal,Eggs,Bread,Potatoes
Watermelon,Chips,Potatoes,Yogurt,Butter,Pasta,Tomatoes,Milk,Rice,Carrots,Bananas,Grapes,Beef,Eggs,Lettuce
Strawberries,Eggs,Butter,Coffee,Beef,Fish,Lettuce,Juice,Pork,Chicken,Bananas,Milk,Apples,Bread,Rice
Butter,Pork,Beef,Soda,Cereal,Coffee,Rice,Juice,Bananas,Grapes,Watermelon,Milk,Strawberries,Bread,Blueberries
Onions,Watermelon,Cereal,Yogurt,Bread,Butter,Grapes,Soda,Blueberries,Cheese,Eggs,Milk,Tomatoes,Juice,Beef
Milk,Lettuce,Bread,Carrots,Eggs,Potatoes,Watermelon,Pork,Onions,Cereal,Chicken,Rice,Pasta,Cucumbers,Beef
Blueberries,Bread,Pasta,Fish,Chips,Soda,Pork,Bananas,Tomatoes,Butter,Yogurt,Eggs,Chicken,Cucumbers,Coffee
Lettuce,Pasta,Milk,Soda,Eggs,Butter,Bananas,Bread,Blueberries,Rice,Yogurt,Watermelon,Chips,Onions,Cucumbers
Milk,Coffee,Strawberries,Cheese,Watermelon,Lettuce,Butter,Apples,Onions,Tomatoes,Grapes,Bananas,Fish,Rice,Bread
Yogurt,Pork,Rice,Lettuce,Strawberries,Cereal,Beef,Blueberries,Bread,Carrots,Butter,Pasta,Milk,Fish,Watermelon
Yogurt,Potatoes,Bread,Blueberries,Lettuce,Apples,Eggs,Carrots,Cucumbers,Soda,Strawberries,Grapes,Onions,Chips,Fish
Beef,Blueberries,Eggs,Onions,Milk,Watermelon,Bananas,Apples,Lettuce,Oranges,Pasta,Cucumbers,Strawberries,Butter,Chips
Eggs,Grapes,Chips,Cereal,Chicken,Carrots,Oranges,Rice,Butter,Pasta,Apples,Bread,Beef,Bananas,Blueberries
Oranges,Yogurt,Cucumbers,Milk,Fish,Bread,Apples,Chicken,Bananas,Potatoes,Pork,Carrots,Butter,Chips,Watermelon
Bread,Butter,Eggs,Cheese,Yogurt,Chips,Lettuce,Carrots,Bananas,Rice,Soda,Milk,Watermelon,Strawberries,Grapes
Eggs,Carrots,Watermelon,Chips,Butter,Onions,Juice,Bananas,Chicken,Cereal,Bread,Beef,Milk,Grapes,Soda
Grapes,Chips,Milk,Bread,Butter,Eggs,Beef,Cereal,Tomatoes,Oranges,Chicken,Fish,Apples,Pork,Strawberries
Milk,Pasta,Carrots,Onions,Butter,Potatoes,Cucumbers,Blueberries,Tomatoes,Rice,Beef,Soda,Pork,Apples,Chips
Tomatoes,Chicken,Beef,Chips,Juice,Eggs,Yogurt,Fish,Bread,Pasta,Cheese,Watermelon,Lettuce,Grapes,Cucumbers
Eggs,Blueberries,Beef,Pasta,Soda,Milk,Strawberries,Bread,Coffee,Oranges,Lettuce,Butter,Apples,Bananas,Chicken
Butter,Watermelon,Eggs,Tomatoes,Blueberries,Pork,Lettuce,Fish,Oranges,Chips,Grapes,Rice,Strawberries,Bread,Cereal
Watermelon,Lettuce,Soda,Bread,Eggs,Beef,Fish,Strawberries,Cucumbers,Apples,Cheese,Milk,Pasta,Yogurt,Butter
Chips,Eggs,Soda,Pasta,Coffee,Onions,Juice,Butter,Beef,Bread,Milk,Fish,Potatoes,Watermelon,Cereal
Bread,Rice,Eggs,Butter,Strawberries,Milk,Chips,Cereal,Watermelon,Juice,Bananas,Coffee,Beef,Apples,Oranges
Strawberries,Beef,Onions,Pasta,Pork,Butter,Rice,Potatoes,Tomatoes,Yogurt,Juice,Eggs,Carrots,Bread,Milk
Cucumbers,Lettuce,Coffee,Yogurt,Blueberries,Potatoes,Soda,Onions,Cheese,Butter,Bananas,Bread,Grapes,Milk,Chicken
Rice,Pork,Milk,Eggs,Onions,Cheese,Yogurt,Bread,Butter,Apples,Tomatoes,Watermelon,Blueberries,Coffee,Chicken
Milk,Grapes,Butter,Cucumbers,Blueberries,Beef,Lettuce,Yogurt,Onions,Bananas,Soda,Eggs,Coffee,Bread,Oranges
Onions,Yogurt,Strawberries,Tomatoes,Bread,Cheese,Cucumbers,Rice,Butter,Grapes,Soda,Milk,Potatoes,Apples,Fish
Onions,Tomatoes,Beef,Watermelon,Soda,Bananas,Cereal,Bread,Chips,Milk,Coffee,Carrots,Eggs,Rice,Butter
Cucumbers,Butter,Blueberries,Eggs,Bananas,Juice,Bread,Soda,Onions,Pork,Pasta,Beef,Carrots,Chicken,Watermelon
Butter,Strawberries,Rice,Lettuce,Tomatoes,Bread,Blueberries,Chicken,Watermelon,Milk,Juice,Oranges,Pasta,Fish,Soda
Pasta,Carrots,Watermelon,Chicken,Bread,Lettuce,Cucumbers,Strawberries,Soda,Apples,Butter,Bananas,Blueberries,Beef,Juice
